fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_bradyk,results_hernandeze,results_duncanc,results_absentee_bradyk,results_absentee_hernandeze,results_absentee_duncanc,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
48185,Grimes,12182,9341,15,15,Released as a precinct as first report of the night,99,12291,>98%,>98% reported,edison,2,unknown,7009,9343,2635,204,7094,2121,126,2020-11-16T15:48:12Z,55.06485,R+55,Brady +55,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48201,Harris,42044,37361,23,23,Released as a precinct as first report of the night,100,38948,>98%,>98% reported,edison,2,some,1267589,25906,15212,926,22972,13672,717,2020-11-16T20:35:18Z,25.43526,R+25,Brady +25,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48225,Houston,9343,7030,19,22,Released as a precinct as first report of the night,87,10710,87%,87% reported,edison,2,unknown,7268,7057,2177,109,5220,1742,68,2020-11-16T15:48:13Z,52.23162,R+52,Brady +52,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48289,Leon,4061,2693,7,8,Released as a precinct as first report of the night,90,4497,90%,90% reported,edison,2,some,4924,3579,443,39,2345,325,23,2020-11-16T15:48:14Z,77.22236,R+77,Brady +77,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48313,Madison,5235,4339,5,5,Released as a precinct as first report of the night,95,5528,95%,95% reported,edison,2,unknown,4216,4147,1021,67,3425,863,51,2020-11-16T15:48:15Z,59.71347,R+60,Brady +60,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48339,Montgomery,266590,232618,101,101,Released as a precinct as first report of the night,100,262269,>98%,>98% reported,edison,4,some,200221,195869,65136,5585,170586,57743,4289,2020-11-16T15:48:05Z,49.03897,R+49,Brady +49,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48407,San Jacinto,12349,10198,11,12,Released as a precinct as first report of the night,93,13312,93%,93% reported,edison,2,unknown,9360,9994,2126,229,8245,1787,166,2020-11-16T15:48:06Z,63.71366,R+64,Brady +64,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48455,Trinity,6808,5252,18,20,Released as a precinct as first report of the night,88,7717,88%,88% reported,edison,2,unknown,6125,5543,1185,80,4282,917,53,2020-11-16T15:48:07Z,64.01293,R+64,Brady +64,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
48471,Walker,23520,19387,16,17,Released as a precinct as first report of the night,100,23520,>98%,>98% reported,edison,6,all,16785,15686,7348,486,12820,6225,342,2020-11-16T15:48:10Z,35.45068,R+35,Brady +35,republican,TX-G-H-8-2020-11-03,tx-house-general-district-008-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas-house-district-8.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-texas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-texas.html,house,general,2020-11-03,FALSE,U.S. House District 8,U.S. House,H,solid-rep,8,District 8,TX,texas,Texas,Texas,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",382132,328219,9,unknown,Most polls close at 8 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:00:00.000Z,8 p.m.,215,223,96% reporting,96%,99,381000,edison,>98%,>98% reported,edison,republican,FALSE,2020-11-16T20:35:19Z,TRUE,47.06253,179841,R+47,Brady +47,republican,"","",1,0,1604454657763
